listing_id,date,num_reviews,reviewers
40810548,2024-12-01,1,666482105
41147149,2025-07-01,1,47275067
41147149,2025-05-01,1,458139738
41147149,2025-04-01,2,"254367542,292569943"
26600975,2025-06-01,2,"578202480,240915900"
6568691,2025-07-01,2,"12522446,38343291"
6568691,2025-03-01,3,"79626217,497731460,408167184"
6568691,2024-11-01,1,451986353
6568691,2025-06-01,3,"45892531,134520339,472343412"
6568691,2025-02-01,1,678837613
6568691,2025-09-01,1,14570588
6568691,2025-01-01,1,277154178
6568691,2025-08-01,1,677194481
6568691,2024-12-01,1,122423555
29209289,2024-12-01,1,368055092
33014703,2025-01-01,1,144800150
32379617,2025-01-01,1,571207143
32379617,2025-05-01,1,21752482
35850895,2025-08-01,1,399374772
35850895,2025-03-01,1,229689175
35850895,2025-02-01,1,367246627
16701882,2025-05-01,1,536201820
16701882,2025-01-01,1,155115418
16701882,2025-04-01,1,341960500
16701882,2025-02-01,1,375297007
16701882,2024-12-01,1,8503063
471581,2025-01-01,1,116802341
471581,2025-08-01,1,143551621
471581,2025-06-01,1,138579311
471581,2025-02-01,1,88137705
37808882,2025-10-01,1,72509617
37808882,2025-08-01,1,713259751
37808882,2025-07-01,1,381061119
37808882,2025-06-01,1,182459498
37808882,2025-05-01,1,424270789
37808882,2025-02-01,4,"44502870,196768735,679588922,522280786"
37808882,2025-01-01,1,547720420
37808882,2024-11-01,2,"4454461,356767713"
37808882,2024-12-01,4,"377467338,377467338,41122012,41122012"
13381106,2025-07-01,4,"462537214,115922256,483293766,125167906"
13381106,2024-11-01,4,"85321473,656233874,657647499,79839778"
13381106,2025-03-01,5,"43124499,8916300,370562439,312044327,31613305"
13381106,2025-06-01,3,"435003168,22881338,79058089"
13381106,2025-02-01,9,"100185380,86217495,16008616,15423567,61372003,144929358,99702292,13348396,108858989"
13381106,2025-09-01,5,"47026384,374982308,48252853,370547566,130749784"
13381106,2025-05-01,4,"369670554,462860774,17201826,10332598"
13381106,2025-01-01,8,"40567166,28631497,70874775,38945765,4627116,67630214,289108749,441914038"
13381106,2025-08-01,3,"26897960,78235546,6627815"
13381106,2024-12-01,5,"6483072,7234424,97738593,214234059,53104781"
13381106,2025-04-01,6,"990313,21089495,12665357,144305218,38325991,221124727"
26848700,2025-03-01,1,423509914
13392603,2024-11-01,1,33578307
21003330,2025-05-01,1,150600048
21003330,2024-11-01,1,161100448
40203235,2025-09-01,3,"131905901,177906170,424549739"
40203235,2025-07-01,1,1439663
40203235,2025-05-01,1,177906170
40203235,2025-03-01,2,"677796669,26135393"
40203235,2025-01-01,1,184448777
40203235,2024-11-01,2,"177906170,412838687"
40203235,2025-06-01,2,"33112553,33112553"
40203235,2025-04-01,1,177906170
40203235,2025-02-01,2,"34083264,597814375"
3896787,2025-07-01,1,709056422
3896787,2025-06-01,1,216057622
3896787,2024-11-01,1,524622542
3896787,2025-05-01,1,217644673
30895380,2025-01-01,1,104220019
30895380,2024-12-01,1,104220019
30895380,2024-11-01,1,104220019
17485730,2025-07-01,1,482666431
25470498,2025-01-01,1,5145456
40918469,2025-08-01,1,701565243
40918469,2025-05-01,1,52664860
40918469,2025-03-01,1,2325559
40918469,2024-11-01,1,441433425
26312473,2025-07-01,1,16678907
26312473,2025-04-01,1,28854899
26312473,2024-11-01,1,65326457
26312473,2024-12-01,1,7648716
26312473,2025-01-01,1,133002522
34012509,2025-02-01,3,"9093177,38661055,38661055"
34012509,2025-01-01,1,317765928
34012509,2024-12-01,2,"413672227,413672227"
34012509,2024-11-01,1,239594727
15764527,2024-12-01,1,38944760
15764527,2025-08-01,1,462277294
15764527,2025-07-01,1,296286824
15764527,2025-06-01,1,142204769
15764527,2025-05-01,1,480374896
15764527,2025-04-01,1,316630913
15764527,2025-03-01,1,556731640
15764527,2025-01-01,2,"429639144,389180680"
24867273,2025-07-01,1,138570482
24867273,2025-03-01,2,"18910053,176021920"
24867273,2025-08-01,2,"264751303,5303017"
24867273,2025-02-01,1,27533536
24867273,2024-12-01,1,450413361
16432494,2025-05-01,1,12841480
16432494,2025-01-01,1,22061979
16432494,2024-11-01,1,45047730
40168873,2025-06-01,1,691146806
40168873,2025-02-01,1,32420983
40168873,2025-01-01,1,77652204
40168873,2024-11-01,1,215327544
39429111,2025-08-01,1,157537650
39429111,2025-07-01,1,514500744
39429111,2025-02-01,1,148952548
39429111,2025-01-01,1,95508535
2498391,2025-08-01,1,34769733
33300588,2025-09-01,8,"1283816,200721234,210722360,65782101,216924032,96176560,7475870,37241023"
33300588,2025-07-01,5,"115922256,175793306,175793306,456780804,28431751"
33300588,2025-05-01,7,"246499191,12638129,24428144,80189978,18984591,103657770,412209243"
33300588,2025-03-01,6,"387606348,347061006,574990011,675129073,39692638,209963387"
33300588,2025-01-01,5,"77654348,17326358,47780201,413149222,241863649"
33300588,2024-11-01,3,"351157382,75732125,109084177"
33300588,2025-08-01,5,"39692638,404301824,499416405,216924032,88511131"
33300588,2025-06-01,6,"22350221,179969319,273332018,63288041,671357825,104430905"
33300588,2025-04-01,2,"394558139,457071109"
33300588,2024-12-01,3,"566911748,157128024,2283204"
28622122,2025-07-01,1,460140271
28622122,2025-06-01,1,295122261
28622122,2025-04-01,1,669920339
28622122,2025-02-01,1,451313455
28622122,2024-12-01,2,"408335013,199114259"
28622122,2025-01-01,2,"72244323,408335013"
32515903,2025-07-01,2,"131310506,700013028"
32515903,2025-05-01,3,"297494477,235423087,131310506"
32515903,2025-03-01,3,"190300361,135020886,70709043"
32515903,2025-04-01,1,396192115
32515903,2025-02-01,3,"108465501,503033379,176006397"
32515903,2024-12-01,2,"46847836,14253576"
41035711,2025-09-01,2,"483891803,716500608"
41035711,2025-05-01,1,438199293
41035711,2025-03-01,4,"313452,541903904,483891803,317113294"
41035711,2025-01-01,6,"81533035,64732188,425350726,598504762,201238995,371022565"
41035711,2025-08-01,1,36877351
41035711,2025-06-01,2,"241140952,694439117"
41035711,2025-04-01,2,"383351180,109084177"
41035711,2025-02-01,3,"20859474,16800572,73043488"
41035711,2024-12-01,4,"454698643,209898,1546393,442911939"
3956790,2025-10-01,1,398640991
3956790,2025-06-01,1,702988182
3956790,2025-04-01,1,316630913
3956790,2024-11-01,2,"243050125,243050125"
41071183,2025-01-01,1,382011770
41071183,2025-05-01,1,56260738
40779996,2024-12-01,1,320692056
40779996,2025-08-01,1,335732622
40779996,2025-04-01,1,189226385
40779996,2025-03-01,2,"26135393,111685039"
40779996,2025-02-01,2,"21054622,81077774"
11976359,2025-01-01,1,122311046
21130967,2024-12-01,4,"334649279,524262900,155073909,62949178"
21130967,2025-02-01,2,"374762801,159306757"
21130967,2025-01-01,1,22840071
41076217,2025-09-01,1,188887843
41076217,2025-08-01,1,709538735
41076217,2025-05-01,1,17514431
41076217,2024-12-01,1,399222444
41076217,2024-11-01,1,380583737
20891313,2025-09-01,2,"15779235,499323372"
20891313,2025-07-01,2,"64943881,8609704"
20891313,2025-05-01,1,148507538
20891313,2025-03-01,3,"446351504,20396782,62497743"
20891313,2024-11-01,3,"42679855,11536393,199256173"
20891313,2025-08-01,1,468867505
20891313,2025-06-01,4,"147518702,5611368,201571777,18488985"
20891313,2025-04-01,1,93765049
20891313,2024-12-01,2,"49183107,218028846"
20735902,2025-05-01,1,254107544
20735902,2025-01-01,2,"72772436,4660610"
20735902,2024-11-01,1,270769343
20735902,2025-10-01,1,553681549
20735902,2025-06-01,1,77547005
20735902,2025-04-01,1,119685795
25693691,2025-03-01,1,212255862
25693691,2025-02-01,1,98542174
25693691,2025-01-01,2,"667265091,261977133"
25693691,2024-12-01,1,549941220
12794450,2025-07-01,1,1306712
12794450,2025-03-01,1,10573140
12794450,2025-02-01,1,91862852
12794450,2025-01-01,2,"44675444,67055679"
32785219,2025-07-01,1,17369048
32785219,2025-05-01,1,24020329
32785219,2025-03-01,1,264759084
32785219,2025-01-01,2,"57953398,263751485"
32785219,2024-11-01,2,"324543894,87393327"
32785219,2025-06-01,2,"10755796,694874512"
32785219,2025-04-01,1,188341833
32785219,2025-02-01,2,"332720986,190300361"
32785219,2024-12-01,3,"124750605,14253576,2794128"
30005470,2025-04-01,1,10419581
30005470,2024-12-01,1,290987364
30005470,2025-02-01,1,666098315
32041309,2025-09-01,4,"150251401,77856264,62913773,491765200"
32041309,2025-08-01,2,"155819044,652781752"
32041309,2025-06-01,1,165425602
32041309,2025-05-01,2,"59580952,579527869"
32041309,2025-03-01,1,527935277
32041309,2025-02-01,2,"270398838,527935277"
32041309,2024-12-01,1,472691769
32041309,2024-11-01,4,"442380808,440777390,438864645,394857019"
32054402,2025-01-01,1,432448437
32054402,2024-11-01,1,347659337
4591050,2025-07-01,1,34880881
37878516,2025-08-01,1,551230589
37878516,2025-07-01,2,"252707747,187352512"
